writer_id,proposition_id,writer_stance_human,writer_stance_ai,writer_knowledge_human,writer_importance_human,writer_confidence_human,writer_stance_polarity_human,paragraph_formality_human,paragraph_clarity_human,paragraph_informativeness_human,paragraph_originality_human,paragraph_relevance_human,writer_optimism_human,writer_community_human,writer_friendliness_human,writer_openness_human,paragraph_hope_human,paragraph_excitement_human,paragraph_fear_human,paragraph_disgust_human,paragraph_anger_human,writer_affect_x_human,writer_affect_y_human,writer_knowledge_ai,writer_importance_ai,writer_confidence_ai,writer_stance_polarity_ai,paragraph_formality_ai,paragraph_clarity_ai,paragraph_informativeness_ai,paragraph_originality_ai,paragraph_relevance_ai,writer_optimism_ai,writer_community_ai,writer_friendliness_ai,writer_openness_ai,paragraph_hope_ai,paragraph_excitement_ai,paragraph_fear_ai,paragraph_disgust_ai,paragraph_anger_ai,writer_affect_x_ai,writer_affect_y_ai,delta_writer_knowledge,delta_writer_importance,delta_writer_confidence,delta_writer_stance_polarity,delta_paragraph_formality,delta_paragraph_clarity,delta_paragraph_informativeness,delta_paragraph_originality,delta_paragraph_relevance,delta_writer_optimism,delta_writer_community,delta_writer_friendliness,delta_writer_openness,delta_paragraph_hope,delta_paragraph_excitement,delta_paragraph_fear,delta_paragraph_disgust,delta_paragraph_anger,delta_writer_affect_x,delta_writer_affect_y
788ac0d6449eeb0b,308,27.0,8.9,58.7,66.0,72.3,57.6,44.8,77.9,40.9,24.6,71.5,43.4,66.9,61.5,42.2,27.9,7.4,20.2,11.3,19.1,42.561,48.822,65.9,74.1,79.5,82.2,74.4,86.5,70.9,46.6,84.1,29.4,47.1,44.1,25.3,27.7,21.8,45.0,27.1,39.7,33.519,40.019,7.200000000000003,8.099999999999994,7.200000000000003,24.6,29.60000000000001,8.599999999999994,30.000000000000007,22.0,12.599999999999994,-14.0,-19.800000000000004,-17.4,-16.900000000000002,-0.1999999999999993,14.4,24.8,15.8,20.6,-9.042000000000002,-8.803000000000004
d02bdfd0d75c4292,298,25.11111111111111,33.4,22.22222222222222,34.55555555555556,25.77777777777778,50.22222222222222,40.666666666666664,54.77777777777778,28.77777777777778,29.333333333333332,66.55555555555556,40.111111111111114,57.55555555555556,64.77777777777777,75.55555555555556,26.444444444444443,18.0,20.77777777777778,13.22222222222222,11.666666666666666,44.10888888888889,50.437777777777775,18.2,30.3,22.1,44.0,44.2,52.1,25.7,23.6,56.3,36.0,48.4,63.0,68.2,31.0,11.7,47.3,15.1,11.3,33.150999999999996,44.903,-4.022222222222222,-4.255555555555556,-3.677777777777777,-6.222222222222221,3.5333333333333385,-2.677777777777777,-3.0777777777777793,-5.733333333333331,-10.25555555555556,-4.111111111111114,-9.15555555555556,-1.7777777777777717,-7.355555555555554,4.555555555555557,-6.300000000000001,26.52222222222222,1.87777777777778,-0.3666666666666653,-10.957888888888895,-5.5347777777777765
e7470c5264990c9e,303,54.44444444444444,1.7777777777777777,38.77777777777778,45.111111111111114,46.55555555555556,38.22222222222222,25.22222222222222,46.22222222222222,28.22222222222222,31.77777777777778,46.888888888888886,25.555555555555557,61.22222222222222,59.666666666666664,57.111111111111114,23.555555555555557,24.0,52.77777777777778,38.77777777777778,29.88888888888889,29.057777777777776,46.91222222222222,86.44444444444444,79.11111111111111,90.55555555555556,96.44444444444444,87.55555555555556,94.55555555555556,73.11111111111111,39.77777777777778,89.55555555555556,58.333333333333336,67.33333333333333,60.22222222222222,15.333333333333334,41.888888888888886,19.444444444444443,16.77777777777778,13.22222222222222,9.444444444444445,64.69222222222223,44.40444444444445,47.666666666666664,34.0,44.0,58.22222222222222,62.333333333333336,48.333333333333336,44.88888888888889,8.0,42.66666666666667,32.77777777777778,6.111111111111107,0.5555555555555571,-41.77777777777778,18.33333333333333,-4.555555555555557,-36.0,-25.555555555555557,-20.444444444444443,35.634444444444455,-2.5077777777777683
bdf349a1bd4bdfaa,184,66.6,64.55555555555556,70.3,66.3,70.1,42.0,51.0,63.3,53.3,40.7,81.4,67.2,70.7,65.6,50.2,62.3,40.6,19.6,16.4,12.3,62.431,41.167,71.55555555555556,66.77777777777777,83.11111111111111,52.666666666666664,74.55555555555556,88.55555555555556,60.666666666666664,40.666666666666664,84.33333333333333,69.0,63.333333333333336,65.33333333333333,57.44444444444444,70.66666666666667,49.77777777777778,22.77777777777778,16.0,18.666666666666668,64.20777777777778,34.794444444444444,1.25555555555556,0.4777777777777743,13.01111111111112,10.666666666666664,23.555555555555557,25.25555555555556,7.366666666666667,-0.0333333333333385,2.933333333333323,1.7999999999999972,-7.366666666666667,-0.2666666666666657,7.24444444444444,8.366666666666674,9.177777777777775,3.177777777777777,-0.3999999999999986,6.366666666666667,1.776777777777781,-6.372555555555557
f510c6202122abc9,126,24.5,10.3,55.7,69.6,70.5,75.4,43.6,73.2,40.8,41.6,77.8,31.5,72.2,57.4,30.6,32.3,25.4,66.0,55.5,58.7,31.262,30.139,80.0,85.1,82.6,82.6,74.7,90.0,73.2,38.5,86.2,39.2,70.9,51.4,27.8,26.0,18.0,49.2,47.3,45.4,19.219,40.49399999999999,24.299999999999997,15.5,12.099999999999994,7.199999999999989,31.1,16.799999999999997,32.400000000000006,-3.1000000000000014,8.400000000000006,7.700000000000003,-1.2999999999999972,-6.0,-2.8000000000000007,-6.299999999999997,-7.399999999999999,-16.799999999999997,-8.200000000000003,-13.300000000000004,-12.043,10.354999999999992
a014c5f3499f6ec7,243,49.77777777777778,73.77777777777777,6.666666666666667,21.11111111111111,27.11111111111111,22.666666666666668,31.22222222222222,46.44444444444444,16.333333333333332,15.11111111111111,15.0,30.555555555555557,67.55555555555556,52.55555555555556,33.888888888888886,30.444444444444443,18.666666666666668,25.77777777777778,32.666666666666664,35.22222222222222,29.413333333333338,56.96444444444444,43.111111111111114,65.33333333333333,48.44444444444444,48.44444444444444,73.22222222222223,74.88888888888889,48.111111111111114,35.44444444444444,83.11111111111111,46.666666666666664,73.44444444444444,58.55555555555556,63.888888888888886,48.22222222222222,24.77777777777778,21.333333333333332,21.77777777777778,20.0,53.166666666666664,51.73222222222223,36.44444444444445,44.222222222222214,21.333333333333332,25.777777777777775,42.00000000000001,28.444444444444443,31.777777777777786,20.333333333333332,68.11111111111111,16.111111111111107,5.888888888888886,6.0,30.0,17.77777777777778,6.111111111111111,-4.444444444444446,-10.888888888888886,-15.22222222222222,23.753333333333327,-5.232222222222212
69d472ed0baa4e8d,369,45.77777777777778,38.5,39.111111111111114,43.666666666666664,41.44444444444444,24.88888888888889,24.333333333333332,55.77777777777778,24.666666666666668,23.22222222222222,65.66666666666667,34.44444444444444,42.22222222222222,56.0,62.111111111111114,39.55555555555556,24.666666666666668,21.555555555555557,20.22222222222222,14.333333333333334,44.82555555555555,49.32666666666667,54.2,48.3,50.7,45.0,59.1,65.0,43.2,32.5,80.2,40.6,41.9,59.7,53.8,41.1,22.3,22.8,12.7,12.3,46.595,48.946,15.088888888888889,4.633333333333333,9.25555555555556,20.11111111111111,34.766666666666666,9.22222222222222,18.533333333333335,9.27777777777778,14.533333333333331,6.1555555555555586,-0.3222222222222228,3.700000000000003,-8.311111111111117,1.5444444444444445,-2.366666666666667,1.2444444444444436,-7.522222222222222,-2.033333333333333,1.7694444444444457,-0.38066666666667
6d68f9209a502a81,144,5.333333333333333,34.23076923076923,46.44444444444444,64.11111111111111,71.11111111111111,89.33333333333333,22.555555555555557,74.66666666666667,26.77777777777778,17.88888888888889,64.55555555555556,21.77777777777778,30.88888888888889,35.111111111111114,12.555555555555555,12.77777777777778,22.11111111111111,54.55555555555556,16.88888888888889,38.22222222222222,27.276666666666667,37.647777777777776,71.38461538461539,77.07692307692308,78.76923076923077,63.84615384615385,70.53846153846153,79.15384615384616,67.76923076923077,55.92307692307692,69.76923076923077,54.30769230769231,54.76923076923077,51.92307692307692,27.846153846153847,41.61538461538461,29.307692307692307,47.30769230769231,24.846153846153847,31.692307692307693,36.52,33.824615384615385,24.940170940170944,12.965811965811966,7.658119658119659,-25.48717948717948,47.982905982905976,4.487179487179489,40.991452991452995,38.034188034188034,5.2136752136752165,32.52991452991453,23.880341880341877,16.811965811965806,15.290598290598291,28.837606837606835,7.196581196581196,-7.247863247863251,7.957264957264957,-6.529914529914528,9.243333333333336,-3.823162393162391
bc393acb03335883,249,95.11111111111111,91.8,84.11111111111111,84.44444444444444,90.77777777777776,90.22222222222224,68.22222222222223,95.33333333333331,69.77777777777777,45.44444444444444,93.77777777777776,52.77777777777778,75.77777777777777,59.55555555555556,29.444444444444443,65.11111111111111,35.666666666666664,22.444444444444443,25.0,25.88888888888889,37.80777777777777,49.30777777777777,80.0,88.8,89.4,83.6,78.9,87.3,71.2,47.6,72.7,51.0,64.7,43.7,32.1,55.1,32.3,20.0,33.2,36.9,39.395,29.561,-4.111111111111114,4.355555555555554,-1.3777777777777516,-6.622222222222248,10.677777777777775,-8.033333333333317,1.4222222222222314,2.1555555555555586,-21.07777777777775,-1.7777777777777786,-11.077777777777769,-15.855555555555554,2.6555555555555586,-10.011111111111113,-3.366666666666667,-2.444444444444443,8.200000000000003,11.01111111111111,1.5872222222222303,-19.746777777777773
4bb83368d532a67a,369,68.7,70.8,72.0,67.5,83.7,57.0,57.2,78.8,48.1,42.8,81.6,52.8,67.6,61.2,39.1,60.4,42.7,28.3,30.0,27.4,62.536,43.092,54.6,67.8,74.8,51.6,53.5,75.9,44.2,30.7,68.5,52.1,72.8,60.0,32.2,53.8,32.4,34.2,33.5,34.1,50.235,39.675,-17.4,0.2999999999999971,-8.900000000000006,-5.399999999999999,-3.700000000000003,-2.8999999999999915,-3.8999999999999986,-12.099999999999998,-13.099999999999994,-0.6999999999999957,5.200000000000003,-1.2000000000000028,-6.899999999999999,-6.600000000000001,-10.300000000000004,5.900000000000002,3.5,6.700000000000003,-12.301000000000002,-3.4170000000000016
