term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value,total_variation_distance
mitigation_condition_none,Moderately Left-Wing,Centrist,1.007392305973244,0.9177973504792908,1.1057334798407534,0.1549822093570071,0.8768353427082988,0.8768353427082988,0.04080550313826739
mitigation_condition_none,Moderately Right-Wing,Centrist,1.1480429896456381,1.035415543636988,1.2729214991740363,2.620626240231411,0.008776842800682475,0.008776842800682475,0.04080550313826739
mitigation_condition_none,Very Left-Wing,Centrist,1.2697066684572986,1.126816440672212,1.4307166329266436,3.9201114855701356,8.850801498856566e-5,8.850801498856566e-5,0.04080550313826739
mitigation_condition_none,Very Right-Wing,Centrist,0.8329285551591441,0.6858346249391147,1.0115703593429524,-1.8439609079248127,0.0651888375027086,0.0651888375027086,0.04080550313826739
mitigation_condition_prompting,Moderately Left-Wing,Centrist,1.0104071453866954,0.9215791277255897,1.1077970070438505,0.22052372261338274,0.8254632991105441,0.8254632991105441,0.020416620879194533
mitigation_condition_prompting,Moderately Right-Wing,Centrist,1.1070543638743444,0.9987663317970545,1.2270831780723863,1.936495546764066,0.05280703743851298,0.05280703743851298,0.020416620879194533
mitigation_condition_prompting,Very Left-Wing,Centrist,1.0499716077508365,0.9272916118996645,1.1888820765070864,0.7692191818251295,0.4417632050534586,0.4417632050534586,0.020416620879194533
mitigation_condition_prompting,Very Right-Wing,Centrist,0.8040769738275093,0.661921943119224,0.9767613637234439,-2.196884757495155,0.02802867771728114,0.02802867771728114,0.020416620879194533
mitigation_condition_reranking,Moderately Left-Wing,Centrist,1.0132477814884226,0.9246729276591446,1.1103072621475782,0.2819883271283876,0.7779524608582795,0.7779524608582795,0.020985329644063917
mitigation_condition_reranking,Moderately Right-Wing,Centrist,1.080951545082152,0.9751960030068281,1.1981757915462976,1.481856663090716,0.13837843828721808,0.13837843828721808,0.020985329644063917
mitigation_condition_reranking,Very Left-Wing,Centrist,1.0849678171730206,0.9598695864521876,1.2263698953647646,1.3047181171093574,0.19198885005169583,0.19198885005169583,0.020985329644063917
mitigation_condition_reranking,Very Right-Wing,Centrist,0.6722702837950127,0.5468862971840344,0.826400911489177,-3.77050438546424,1.6291793941058532e-4,1.6291793941058532e-4,0.020985329644063917
