term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value,total_variation_distance
model_and_mitigation_anthropic/claude-sonnet-4__none,Female,Male,1.1425638969233536,1.017963992963608,1.2824149651424357,2.2622156852490516,0.02368408068342624,0.02368408068342624,0.032802789208893506
model_and_mitigation_anthropic/claude-sonnet-4__none,Other,Male,1.1285778396723374,0.6880612491292613,1.851125814469754,0.47910497407239266,0.6318639513366017,0.6318639513366017,0.032802789208893506
model_and_mitigation_anthropic/claude-sonnet-4__prompting,Female,Male,1.0716175224396953,0.9508505442668849,1.2077230447243323,1.133849447835164,0.2568577051309263,0.2568577051309263,0.018054022761381835
model_and_mitigation_anthropic/claude-sonnet-4__prompting,Other,Male,0.7845195051938288,0.433520914905155,1.4197027937261615,-0.8019476617269262,0.4225832342526712,0.4225832342526712,0.018054022761381835
model_and_mitigation_anthropic/claude-sonnet-4__reranking,Female,Male,0.8914179060770923,0.7961947633784496,0.9980295272265736,-1.9942210619478282,0.04612790140615281,0.04612790140615281,0.02886660036149334
model_and_mitigation_anthropic/claude-sonnet-4__reranking,Other,Male,1.2416986885528556,0.8024791482744076,1.9213155089067284,0.9719875465206183,0.331056744056121,0.331056744056121,0.02886660036149334
model_and_mitigation_deepseek/deepseek-chat-v3-0324__none,Female,Male,1.0870479866511846,0.9676097681594222,1.2212292229440402,1.4055317702117633,0.15986320889718766,0.15986320889718766,0.020753776305493035
model_and_mitigation_deepseek/deepseek-chat-v3-0324__none,Other,Male,1.1175288286614484,0.681361560207795,1.832904519163894,0.44018351714500104,0.6598041967686544,0.6598041967686544,0.020753776305493035
model_and_mitigation_deepseek/deepseek-chat-v3-0324__prompting,Female,Male,0.9571551987054343,0.8510320221847906,1.0765118709127848,-0.7303517708597258,0.4651751905782972,0.4651751905782972,0.010791395908491007
model_and_mitigation_deepseek/deepseek-chat-v3-0324__prompting,Other,Male,0.9432292884836669,0.5603297732644272,1.5877819332537086,-0.21996440119103636,0.8258988794321721,0.8258988794321721,0.010791395908491007
model_and_mitigation_deepseek/deepseek-chat-v3-0324__reranking,Female,Male,1.0330810537421327,0.9181769736221763,1.1623646576440112,0.5409978517742167,0.588509063405791,0.588509063405791,0.00896273122535243
model_and_mitigation_deepseek/deepseek-chat-v3-0324__reranking,Other,Male,0.807104158949274,0.4556412815377513,1.4296709929239435,-0.7346485006661946,0.4625535919644782,0.4625535919644782,0.00896273122535243
model_and_mitigation_openai/chatgpt-4o-latest__none,Female,Male,0.9896808432228703,0.8799264271707596,1.1131250763676117,-0.1729615242482823,0.8626816709534388,0.8626816709534388,0.002957259524146871
model_and_mitigation_openai/chatgpt-4o-latest__none,Other,Male,1.082700695863876,0.6602384458042929,1.7754809709636266,0.31487011281062666,0.7528602747350005,0.7528602747350005,0.002957259524146871
model_and_mitigation_openai/chatgpt-4o-latest__prompting,Female,Male,1.2862116330530766,1.149385714603705,1.4393256710794078,4.38622548865013,1.1533455975322864e-5,1.1533455975322864e-5,0.06415463599988531
model_and_mitigation_openai/chatgpt-4o-latest__prompting,Other,Male,0.6296557265165407,0.33046167940876636,1.1997346701269453,-1.4063680464954462,0.15961486359015753,0.15961486359015753,0.06415463599988531
model_and_mitigation_openai/chatgpt-4o-latest__reranking,Female,Male,1.0290495433847655,0.9125206684720415,1.160459153778432,0.46701375625344405,0.6404900361158128,0.6404900361158128,0.007830486635782154
model_and_mitigation_openai/chatgpt-4o-latest__reranking,Other,Male,0.8399992310900313,0.4741209902227772,1.4882249948484692,-0.5975021309743633,0.5501721846817011,0.5501721846817011,0.007830486635782154
